transaction_id,date,category,amount,month,day_of_week,type
408,2/1/2025,Rent,1450,2025-02,Saturday,Expense
409,2/3/2025,Utilities,144.44,2025-02,Monday,Expense
437,2/3/2025,Shopping,5,2025-02,Monday,Expense
419,2/5/2025,Groceries,65.57,2025-02,Wednesday,Expense
410,2/5/2025,Subscriptions,38.32,2025-02,Wednesday,Expense
424,2/6/2025,Dining Out,27.82,2025-02,Thursday,Expense
433,2/7/2025,Transportation,33.32,2025-02,Friday,Expense
420,2/7/2025,Groceries,65.6,2025-02,Friday,Expense
438,2/10/2025,Shopping,6.7,2025-02,Monday,Expense
411,2/10/2025,Groceries,73.59,2025-02,Monday,Expense
780,2/10/2025,Income,2600,2025-02,Monday,Income
417,2/10/2025,Groceries,64.21,2025-02,Monday,Expense
425,2/10/2025,Dining Out,53.84,2025-02,Monday,Expense
428,2/11/2025,Transportation,55.98,2025-02,Tuesday,Expense
414,2/11/2025,Groceries,39.47,2025-02,Tuesday,Expense
423,2/13/2025,Dining Out,38.33,2025-02,Thursday,Expense
415,2/13/2025,Groceries,43.38,2025-02,Thursday,Expense
421,2/14/2025,Groceries,83.77,2025-02,Friday,Expense
413,2/14/2025,Groceries,70.43,2025-02,Friday,Expense
431,2/15/2025,Transportation,74.48,2025-02,Saturday,Expense
429,2/15/2025,Transportation,32.24,2025-02,Saturday,Expense
430,2/15/2025,Transportation,61.14,2025-02,Saturday,Expense
439,2/17/2025,Health/Fitness,45.03,2025-02,Monday,Expense
434,2/17/2025,Entertainment,59.07,2025-02,Monday,Expense
418,2/18/2025,Groceries,78.63,2025-02,Tuesday,Expense
427,2/21/2025,Transportation,41.23,2025-02,Friday,Expense
441,2/21/2025,Health/Fitness,119.29,2025-02,Friday,Expense
440,2/22/2025,Health/Fitness,25.23,2025-02,Saturday,Expense
412,2/22/2025,Groceries,69.15,2025-02,Saturday,Expense
432,2/22/2025,Transportation,34.56,2025-02,Saturday,Expense
436,2/22/2025,Entertainment,11.63,2025-02,Saturday,Expense
422,2/22/2025,Dining Out,27.26,2025-02,Saturday,Expense
416,2/23/2025,Groceries,86.06,2025-02,Sunday,Expense
781,2/24/2025,Income,2600,2025-02,Monday,Income
435,2/26/2025,Entertainment,5,2025-02,Wednesday,Expense
426,2/26/2025,Dining Out,28.4,2025-02,Wednesday,Expense
465,3/1/2025,Transportation,32.04,2025-03,Saturday,Expense
444,3/1/2025,Subscriptions,47.46,2025-03,Saturday,Expense
452,3/2/2025,Dining Out,25.81,2025-03,Sunday,Expense
443,3/3/2025,Utilities,144.16,2025-03,Monday,Expense
456,3/3/2025,Dining Out,44.88,2025-03,Monday,Expense
468,3/4/2025,Entertainment,50.17,2025-03,Tuesday,Expense
462,3/5/2025,Transportation,39.75,2025-03,Wednesday,Expense
473,3/5/2025,Entertainment,39.9,2025-03,Wednesday,Expense
442,3/5/2025,Rent,1450,2025-03,Wednesday,Expense
470,3/6/2025,Entertainment,17.02,2025-03,Thursday,Expense
447,3/8/2025,Groceries,48.35,2025-03,Saturday,Expense
453,3/8/2025,Dining Out,29.18,2025-03,Saturday,Expense
469,3/8/2025,Entertainment,60.63,2025-03,Saturday,Expense
450,3/8/2025,Groceries,77.66,2025-03,Saturday,Expense
461,3/8/2025,Dining Out,24.04,2025-03,Saturday,Expense
449,3/10/2025,Groceries,53.96,2025-03,Monday,Expense
782,3/10/2025,Income,2600,2025-03,Monday,Income
478,3/11/2025,Health/Fitness,94.85,2025-03,Tuesday,Expense
460,3/13/2025,Dining Out,14.31,2025-03,Thursday,Expense
454,3/16/2025,Dining Out,39.29,2025-03,Sunday,Expense
472,3/17/2025,Entertainment,22.59,2025-03,Monday,Expense
475,3/17/2025,Shopping,71.02,2025-03,Monday,Expense
476,3/18/2025,Health/Fitness,72.6,2025-03,Tuesday,Expense
477,3/20/2025,Health/Fitness,9.49,2025-03,Thursday,Expense
455,3/20/2025,Dining Out,40.02,2025-03,Thursday,Expense
457,3/21/2025,Dining Out,65.15,2025-03,Friday,Expense
463,3/21/2025,Transportation,57.83,2025-03,Friday,Expense
448,3/22/2025,Groceries,74.43,2025-03,Saturday,Expense
474,3/22/2025,Entertainment,38.37,2025-03,Saturday,Expense
464,3/23/2025,Transportation,77.9,2025-03,Sunday,Expense
458,3/23/2025,Dining Out,32.35,2025-03,Sunday,Expense
471,3/23/2025,Entertainment,39.61,2025-03,Sunday,Expense
459,3/23/2025,Dining Out,23.03,2025-03,Sunday,Expense
783,3/24/2025,Income,2600,2025-03,Monday,Income
466,3/25/2025,Transportation,32.66,2025-03,Tuesday,Expense
446,3/25/2025,Groceries,53.59,2025-03,Tuesday,Expense
451,3/26/2025,Groceries,69.06,2025-03,Wednesday,Expense
445,3/27/2025,Groceries,93.41,2025-03,Thursday,Expense
467,3/28/2025,Entertainment,50.88,2025-03,Friday,Expense
493,4/3/2025,Dining Out,32.33,2025-04,Thursday,Expense
495,4/3/2025,Transportation,49.75,2025-04,Thursday,Expense
479,4/4/2025,Rent,1450,2025-04,Friday,Expense
480,4/5/2025,Utilities,146.23,2025-04,Saturday,Expense
481,4/5/2025,Subscriptions,52.89,2025-04,Saturday,Expense
497,4/5/2025,Transportation,67.7,2025-04,Saturday,Expense
496,4/5/2025,Transportation,38.51,2025-04,Saturday,Expense
486,4/6/2025,Groceries,55.4,2025-04,Sunday,Expense
784,4/7/2025,Income,2600,2025-04,Monday,Income
501,4/7/2025,Shopping,73.27,2025-04,Monday,Expense
498,4/8/2025,Transportation,23.95,2025-04,Tuesday,Expense
490,4/8/2025,Dining Out,51.2,2025-04,Tuesday,Expense
491,4/9/2025,Dining Out,9.49,2025-04,Wednesday,Expense
494,4/11/2025,Dining Out,49.81,2025-04,Friday,Expense
504,4/13/2025,Shopping,13.77,2025-04,Sunday,Expense
499,4/13/2025,Entertainment,5,2025-04,Sunday,Expense
503,4/14/2025,Shopping,74.66,2025-04,Monday,Expense
482,4/14/2025,Groceries,57.74,2025-04,Monday,Expense
485,4/15/2025,Groceries,84.3,2025-04,Tuesday,Expense
500,4/15/2025,Entertainment,36.85,2025-04,Tuesday,Expense
489,4/16/2025,Groceries,54.48,2025-04,Wednesday,Expense
492,4/17/2025,Dining Out,28.9,2025-04,Thursday,Expense
484,4/18/2025,Groceries,28.8,2025-04,Friday,Expense
785,4/21/2025,Income,2600,2025-04,Monday,Income
487,4/24/2025,Groceries,67.56,2025-04,Thursday,Expense
502,4/27/2025,Shopping,104.97,2025-04,Sunday,Expense
483,4/27/2025,Groceries,68.49,2025-04,Sunday,Expense
488,4/28/2025,Groceries,72.34,2025-04,Monday,Expense
510,5/1/2025,Groceries,114.45,2025-05,Thursday,Expense
526,5/1/2025,Shopping,127.48,2025-05,Thursday,Expense
506,5/1/2025,Utilities,106.04,2025-05,Thursday,Expense
786,5/5/2025,Income,2600,2025-05,Monday,Income
507,5/5/2025,Subscriptions,43.42,2025-05,Monday,Expense
505,5/5/2025,Rent,1450,2025-05,Monday,Expense
522,5/8/2025,Entertainment,9.97,2025-05,Thursday,Expense
523,5/9/2025,Shopping,43.76,2025-05,Friday,Expense
512,5/10/2025,Groceries,85.47,2025-05,Saturday,Expense
528,5/11/2025,Health/Fitness,53.44,2025-05,Sunday,Expense
511,5/12/2025,Groceries,55.08,2025-05,Monday,Expense
508,5/13/2025,Groceries,61.54,2025-05,Tuesday,Expense
527,5/13/2025,Health/Fitness,60.74,2025-05,Tuesday,Expense
514,5/13/2025,Groceries,72.44,2025-05,Tuesday,Expense
524,5/14/2025,Shopping,66.02,2025-05,Wednesday,Expense
525,5/16/2025,Shopping,23.06,2025-05,Friday,Expense
509,5/16/2025,Groceries,51.24,2025-05,Friday,Expense
519,5/18/2025,Dining Out,61.72,2025-05,Sunday,Expense
787,5/19/2025,Income,2600,2025-05,Monday,Income
521,5/20/2025,Transportation,29.77,2025-05,Tuesday,Expense
529,5/22/2025,Health/Fitness,78.5,2025-05,Thursday,Expense
530,5/22/2025,Health/Fitness,44.06,2025-05,Thursday,Expense
517,5/24/2025,Dining Out,34.66,2025-05,Saturday,Expense
518,5/24/2025,Dining Out,42.87,2025-05,Saturday,Expense
513,5/25/2025,Groceries,43.13,2025-05,Sunday,Expense
531,5/26/2025,Health/Fitness,89.52,2025-05,Monday,Expense
520,5/26/2025,Transportation,36.29,2025-05,Monday,Expense
516,5/27/2025,Dining Out,71.03,2025-05,Tuesday,Expense
515,5/28/2025,Dining Out,42.18,2025-05,Wednesday,Expense
538,6/1/2025,Groceries,54.95,2025-06,Sunday,Expense
550,6/1/2025,Dining Out,46.66,2025-06,Sunday,Expense
563,6/1/2025,Health/Fitness,69.47,2025-06,Sunday,Expense
543,6/1/2025,Groceries,82.46,2025-06,Sunday,Expense
788,6/2/2025,Income,2600,2025-06,Monday,Income
533,6/2/2025,Utilities,144.95,2025-06,Monday,Expense
553,6/2/2025,Transportation,48.15,2025-06,Monday,Expense
559,6/2/2025,Entertainment,20.65,2025-06,Monday,Expense
557,6/3/2025,Entertainment,5,2025-06,Tuesday,Expense
544,6/3/2025,Groceries,27.71,2025-06,Tuesday,Expense
532,6/4/2025,Rent,1450,2025-06,Wednesday,Expense
534,6/4/2025,Subscriptions,41.74,2025-06,Wednesday,Expense
535,6/5/2025,Groceries,55.32,2025-06,Thursday,Expense
547,6/5/2025,Dining Out,61.71,2025-06,Thursday,Expense
561,6/7/2025,Shopping,58.07,2025-06,Saturday,Expense
555,6/8/2025,Transportation,51.58,2025-06,Sunday,Expense
560,6/8/2025,Shopping,68.86,2025-06,Sunday,Expense
554,6/12/2025,Transportation,34.44,2025-06,Thursday,Expense
539,6/13/2025,Groceries,69.23,2025-06,Friday,Expense
546,6/14/2025,Dining Out,33.42,2025-06,Saturday,Expense
548,6/15/2025,Dining Out,47.01,2025-06,Sunday,Expense
789,6/16/2025,Income,2600,2025-06,Monday,Income
552,6/18/2025,Transportation,57.59,2025-06,Wednesday,Expense
537,6/18/2025,Groceries,76.29,2025-06,Wednesday,Expense
540,6/19/2025,Groceries,86.82,2025-06,Thursday,Expense
541,6/19/2025,Groceries,62.79,2025-06,Thursday,Expense
564,6/20/2025,Health/Fitness,8.24,2025-06,Friday,Expense
536,6/20/2025,Groceries,42.44,2025-06,Friday,Expense
558,6/21/2025,Entertainment,53.22,2025-06,Saturday,Expense
545,6/21/2025,Dining Out,21.48,2025-06,Saturday,Expense
556,6/21/2025,Transportation,5,2025-06,Saturday,Expense
542,6/22/2025,Groceries,83.66,2025-06,Sunday,Expense
551,6/24/2025,Transportation,39.62,2025-06,Tuesday,Expense
549,6/27/2025,Dining Out,16.19,2025-06,Friday,Expense
562,6/27/2025,Shopping,5,2025-06,Friday,Expense
790,6/30/2025,Income,2600,2025-06,Monday,Income
583,7/1/2025,Entertainment,58.67,2025-07,Tuesday,Expense
565,7/2/2025,Rent,1450,2025-07,Wednesday,Expense
566,7/2/2025,Utilities,131.27,2025-07,Wednesday,Expense
567,7/2/2025,Subscriptions,43.39,2025-07,Wednesday,Expense
590,7/3/2025,Health/Fitness,98.54,2025-07,Thursday,Expense
570,7/4/2025,Groceries,75.94,2025-07,Friday,Expense
581,7/4/2025,Transportation,35.24,2025-07,Friday,Expense
576,7/6/2025,Dining Out,46.23,2025-07,Sunday,Expense
589,7/7/2025,Shopping,51.64,2025-07,Monday,Expense
572,7/7/2025,Groceries,72.89,2025-07,Monday,Expense
575,7/9/2025,Dining Out,56.06,2025-07,Wednesday,Expense
587,7/13/2025,Entertainment,8.21,2025-07,Sunday,Expense
586,7/13/2025,Entertainment,49.19,2025-07,Sunday,Expense
791,7/14/2025,Income,2600,2025-07,Monday,Income
573,7/15/2025,Groceries,76.56,2025-07,Tuesday,Expense
568,7/16/2025,Groceries,122.52,2025-07,Wednesday,Expense
571,7/19/2025,Groceries,91.6,2025-07,Saturday,Expense
584,7/19/2025,Entertainment,59.93,2025-07,Saturday,Expense
591,7/19/2025,Health/Fitness,15.15,2025-07,Saturday,Expense
577,7/20/2025,Transportation,65.12,2025-07,Sunday,Expense
578,7/20/2025,Transportation,28.06,2025-07,Sunday,Expense
594,7/21/2025,Travel,310.49,2025-07,Monday,Expense
585,7/22/2025,Entertainment,61.8,2025-07,Tuesday,Expense
569,7/22/2025,Groceries,91.49,2025-07,Tuesday,Expense
592,7/23/2025,Health/Fitness,78.11,2025-07,Wednesday,Expense
588,7/23/2025,Shopping,109.49,2025-07,Wednesday,Expense
580,7/23/2025,Transportation,27.83,2025-07,Wednesday,Expense
574,7/23/2025,Groceries,28.79,2025-07,Wednesday,Expense
579,7/24/2025,Transportation,56.57,2025-07,Thursday,Expense
582,7/25/2025,Entertainment,78.52,2025-07,Friday,Expense
593,7/27/2025,Health/Fitness,81.69,2025-07,Sunday,Expense
792,7/28/2025,Income,2600,2025-07,Monday,Income
596,8/1/2025,Utilities,135.67,2025-08,Friday,Expense
606,8/2/2025,Dining Out,17.65,2025-08,Saturday,Expense
595,8/2/2025,Rent,1450,2025-08,Saturday,Expense
597,8/3/2025,Subscriptions,45.08,2025-08,Sunday,Expense
602,8/4/2025,Groceries,20.02,2025-08,Monday,Expense
611,8/4/2025,Dining Out,43.63,2025-08,Monday,Expense
614,8/5/2025,Transportation,14.61,2025-08,Tuesday,Expense
616,8/6/2025,Transportation,25.17,2025-08,Wednesday,Expense
623,8/9/2025,Shopping,110.9,2025-08,Saturday,Expense
793,8/11/2025,Income,2600,2025-08,Monday,Income
624,8/11/2025,Health/Fitness,47.75,2025-08,Monday,Expense
612,8/12/2025,Dining Out,31.21,2025-08,Tuesday,Expense
607,8/12/2025,Dining Out,12.01,2025-08,Tuesday,Expense
621,8/14/2025,Entertainment,32.11,2025-08,Thursday,Expense
615,8/14/2025,Transportation,38.52,2025-08,Thursday,Expense
610,8/16/2025,Dining Out,45.2,2025-08,Saturday,Expense
618,8/17/2025,Entertainment,10.35,2025-08,Sunday,Expense
608,8/17/2025,Dining Out,7.64,2025-08,Sunday,Expense
604,8/19/2025,Groceries,66.18,2025-08,Tuesday,Expense
622,8/19/2025,Shopping,5,2025-08,Tuesday,Expense
600,8/20/2025,Groceries,86.79,2025-08,Wednesday,Expense
599,8/22/2025,Groceries,51,2025-08,Friday,Expense
617,8/24/2025,Transportation,23.45,2025-08,Sunday,Expense
794,8/25/2025,Income,2600,2025-08,Monday,Income
620,8/25/2025,Entertainment,10.63,2025-08,Monday,Expense
619,8/26/2025,Entertainment,41,2025-08,Tuesday,Expense
601,8/26/2025,Groceries,95.68,2025-08,Tuesday,Expense
605,8/26/2025,Groceries,87.52,2025-08,Tuesday,Expense
603,8/26/2025,Groceries,51.34,2025-08,Tuesday,Expense
613,8/27/2025,Dining Out,40.88,2025-08,Wednesday,Expense
598,8/28/2025,Groceries,68.39,2025-08,Thursday,Expense
609,8/28/2025,Dining Out,45.88,2025-08,Thursday,Expense
643,9/1/2025,Transportation,44.54,2025-09,Monday,Expense
626,9/1/2025,Utilities,153.58,2025-09,Monday,Expense
637,9/1/2025,Dining Out,35.66,2025-09,Monday,Expense
625,9/2/2025,Rent,1450,2025-09,Tuesday,Expense
646,9/3/2025,Transportation,48.45,2025-09,Wednesday,Expense
627,9/3/2025,Subscriptions,45.24,2025-09,Wednesday,Expense
645,9/7/2025,Transportation,15.65,2025-09,Sunday,Expense
638,9/7/2025,Dining Out,49.46,2025-09,Sunday,Expense
795,9/8/2025,Income,2600,2025-09,Monday,Income
647,9/8/2025,Transportation,23.49,2025-09,Monday,Expense
651,9/8/2025,Entertainment,50.62,2025-09,Monday,Expense
629,9/8/2025,Groceries,59.1,2025-09,Monday,Expense
636,9/11/2025,Groceries,71.2,2025-09,Thursday,Expense
639,9/12/2025,Dining Out,68.16,2025-09,Friday,Expense
635,9/13/2025,Groceries,41.25,2025-09,Saturday,Expense
649,9/14/2025,Transportation,31.2,2025-09,Sunday,Expense
655,9/15/2025,Shopping,44.58,2025-09,Monday,Expense
631,9/15/2025,Groceries,51.53,2025-09,Monday,Expense
628,9/15/2025,Groceries,65.81,2025-09,Monday,Expense
650,9/16/2025,Entertainment,26.05,2025-09,Tuesday,Expense
654,9/16/2025,Shopping,132.86,2025-09,Tuesday,Expense
644,9/17/2025,Transportation,31.99,2025-09,Wednesday,Expense
642,9/18/2025,Transportation,78.7,2025-09,Thursday,Expense
632,9/19/2025,Groceries,70.58,2025-09,Friday,Expense
633,9/20/2025,Groceries,48.29,2025-09,Saturday,Expense
640,9/20/2025,Dining Out,14.45,2025-09,Saturday,Expense
652,9/21/2025,Entertainment,32.17,2025-09,Sunday,Expense
634,9/22/2025,Groceries,107.9,2025-09,Monday,Expense
796,9/22/2025,Income,2600,2025-09,Monday,Income
641,9/23/2025,Dining Out,33.68,2025-09,Tuesday,Expense
653,9/23/2025,Shopping,82.8,2025-09,Tuesday,Expense
648,9/24/2025,Transportation,29.33,2025-09,Wednesday,Expense
630,9/25/2025,Groceries,89.95,2025-09,Thursday,Expense
656,10/1/2025,Rent,1450,2025-10,Wednesday,Expense
657,10/1/2025,Utilities,115.23,2025-10,Wednesday,Expense
688,10/2/2025,Shopping,57.16,2025-10,Thursday,Expense
658,10/3/2025,Subscriptions,48.15,2025-10,Friday,Expense
672,10/4/2025,Dining Out,45.62,2025-10,Saturday,Expense
673,10/4/2025,Dining Out,10.98,2025-10,Saturday,Expense
687,10/5/2025,Entertainment,10.15,2025-10,Sunday,Expense
797,10/6/2025,Income,2600,2025-10,Monday,Income
676,10/7/2025,Transportation,40.47,2025-10,Tuesday,Expense
659,10/8/2025,Groceries,66.46,2025-10,Wednesday,Expense
662,10/8/2025,Groceries,89.54,2025-10,Wednesday,Expense
679,10/9/2025,Transportation,32.39,2025-10,Thursday,Expense
690,10/10/2025,Shopping,23.27,2025-10,Friday,Expense
685,10/10/2025,Entertainment,16.99,2025-10,Friday,Expense
663,10/10/2025,Groceries,50.02,2025-10,Friday,Expense
670,10/12/2025,Dining Out,24.44,2025-10,Sunday,Expense
666,10/12/2025,Groceries,72.23,2025-10,Sunday,Expense
660,10/13/2025,Groceries,80.6,2025-10,Monday,Expense
667,10/16/2025,Groceries,75.07,2025-10,Thursday,Expense
678,10/16/2025,Transportation,48.99,2025-10,Thursday,Expense
683,10/17/2025,Transportation,24.45,2025-10,Friday,Expense
689,10/18/2025,Shopping,66.33,2025-10,Saturday,Expense
668,10/18/2025,Dining Out,43.74,2025-10,Saturday,Expense
686,10/18/2025,Entertainment,22.57,2025-10,Saturday,Expense
681,10/19/2025,Transportation,22.18,2025-10,Sunday,Expense
665,10/19/2025,Groceries,54.45,2025-10,Sunday,Expense
798,10/20/2025,Income,2600,2025-10,Monday,Income
684,10/20/2025,Transportation,59.7,2025-10,Monday,Expense
664,10/22/2025,Groceries,69.51,2025-10,Wednesday,Expense
691,10/23/2025,Health/Fitness,21,2025-10,Thursday,Expense
661,10/23/2025,Groceries,66.5,2025-10,Thursday,Expense
671,10/23/2025,Dining Out,31.42,2025-10,Thursday,Expense
677,10/24/2025,Transportation,48.53,2025-10,Friday,Expense
674,10/24/2025,Dining Out,67.34,2025-10,Friday,Expense
669,10/24/2025,Dining Out,21.65,2025-10,Friday,Expense
680,10/24/2025,Transportation,36.45,2025-10,Friday,Expense
675,10/25/2025,Dining Out,18.03,2025-10,Saturday,Expense
682,10/25/2025,Transportation,34.7,2025-10,Saturday,Expense
694,11/1/2025,Subscriptions,52.45,2025-11,Saturday,Expense
696,11/1/2025,Groceries,61.04,2025-11,Saturday,Expense
708,11/2/2025,Dining Out,36.3,2025-11,Sunday,Expense
692,11/2/2025,Rent,1450,2025-11,Sunday,Expense
702,11/2/2025,Dining Out,23.21,2025-11,Sunday,Expense
711,11/3/2025,Entertainment,45.4,2025-11,Monday,Expense
706,11/3/2025,Dining Out,20.92,2025-11,Monday,Expense
799,11/3/2025,Income,2600,2025-11,Monday,Income
693,11/4/2025,Utilities,134.66,2025-11,Tuesday,Expense
712,11/4/2025,Entertainment,12.14,2025-11,Tuesday,Expense
703,11/9/2025,Dining Out,38.24,2025-11,Sunday,Expense
710,11/10/2025,Transportation,38.17,2025-11,Monday,Expense
698,11/10/2025,Groceries,62.93,2025-11,Monday,Expense
713,11/14/2025,Shopping,64.51,2025-11,Friday,Expense
701,11/15/2025,Dining Out,50.99,2025-11,Saturday,Expense
700,11/16/2025,Groceries,60.51,2025-11,Sunday,Expense
699,11/16/2025,Groceries,78.38,2025-11,Sunday,Expense
705,11/16/2025,Dining Out,32.87,2025-11,Sunday,Expense
800,11/17/2025,Income,2600,2025-11,Monday,Income
709,11/19/2025,Transportation,61.72,2025-11,Wednesday,Expense
697,11/19/2025,Groceries,85.26,2025-11,Wednesday,Expense
717,11/20/2025,Health/Fitness,6,2025-11,Thursday,Expense
715,11/20/2025,Shopping,64.08,2025-11,Thursday,Expense
714,11/20/2025,Shopping,8.73,2025-11,Thursday,Expense
707,11/22/2025,Dining Out,63.74,2025-11,Saturday,Expense
716,11/26/2025,Health/Fitness,10.61,2025-11,Wednesday,Expense
695,11/28/2025,Groceries,69.19,2025-11,Friday,Expense
704,11/28/2025,Dining Out,39.69,2025-11,Friday,Expense
801,12/1/2025,Income,2600,2025-12,Monday,Income
730,12/2/2025,Groceries,60.89,2025-12,Tuesday,Expense
718,12/2/2025,Rent,1450,2025-12,Tuesday,Expense
720,12/4/2025,Subscriptions,50.71,2025-12,Thursday,Expense
719,12/5/2025,Utilities,145.18,2025-12,Friday,Expense
734,12/6/2025,Dining Out,79.91,2025-12,Saturday,Expense
732,12/7/2025,Dining Out,84.46,2025-12,Sunday,Expense
750,12/7/2025,Travel,271.57,2025-12,Sunday,Expense
742,12/8/2025,Shopping,70.28,2025-12,Monday,Expense
743,12/9/2025,Shopping,72.08,2025-12,Tuesday,Expense
733,12/9/2025,Dining Out,73.25,2025-12,Tuesday,Expense
727,12/10/2025,Groceries,108.37,2025-12,Wednesday,Expense
723,12/10/2025,Groceries,79.89,2025-12,Wednesday,Expense
740,12/10/2025,Transportation,43.51,2025-12,Wednesday,Expense
735,12/14/2025,Transportation,100.03,2025-12,Sunday,Expense
726,12/14/2025,Groceries,168.43,2025-12,Sunday,Expense
722,12/15/2025,Groceries,105.02,2025-12,Monday,Expense
736,12/15/2025,Transportation,98.93,2025-12,Monday,Expense
802,12/15/2025,Income,2600,2025-12,Monday,Income
721,12/15/2025,Groceries,68.13,2025-12,Monday,Expense
739,12/16/2025,Transportation,78.24,2025-12,Tuesday,Expense
747,12/19/2025,Shopping,130.42,2025-12,Friday,Expense
725,12/19/2025,Groceries,82.31,2025-12,Friday,Expense
728,12/19/2025,Groceries,92.31,2025-12,Friday,Expense
731,12/20/2025,Dining Out,32.68,2025-12,Saturday,Expense
729,12/20/2025,Groceries,109.91,2025-12,Saturday,Expense
738,12/20/2025,Transportation,81.9,2025-12,Saturday,Expense
746,12/21/2025,Shopping,135.03,2025-12,Sunday,Expense
748,12/22/2025,Shopping,163.1,2025-12,Monday,Expense
737,12/23/2025,Transportation,107.18,2025-12,Tuesday,Expense
749,12/26/2025,Health/Fitness,99.19,2025-12,Friday,Expense
744,12/26/2025,Shopping,190.87,2025-12,Friday,Expense
745,12/26/2025,Shopping,119.42,2025-12,Friday,Expense
741,12/28/2025,Entertainment,12.7,2025-12,Sunday,Expense
724,12/28/2025,Groceries,118.72,2025-12,Sunday,Expense
803,12/29/2025,Income,2600,2025-12,Monday,Income
